110 	  	 20000 	 500 	 4500 	 16000
111 	  	 300 	 400 	 1100 	 -400
110 	  	 5000 	 300 	 200 	 5100
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
0 	  	 0 	 0 	 0 	 0
